Filename,ProjectName,DocumentName,StartTime,EndTime,Duration,CPU Usage,Status
doc_001.pdf,Paket Pembangunan ke-1,Dokumen Kontrak Paket Pembangunan ke-1,2025-05-10 23:13:23.253726,2025-05-10 23:13:24.982426,0:00:01.728700,15.4,Success
doc_002.pdf,Paket Pembangunan ke-1,Laporan Bulanan Paket Pembangunan ke-1,2025-05-10 23:13:32.226622,2025-05-10 23:13:37.199135,0:00:04.972513,16.0,Success
doc_003.pdf,Paket Pembangunan ke-1,Gambar Rencana Paket Pembangunan ke-1,2025-05-10 23:13:44.416701,2025-05-10 23:13:46.170957,0:00:01.754256,15.1,Success
doc_004.pdf,Paket Pembangunan ke-2,Dokumen Kontrak Paket Pembangunan ke-2,2025-05-10 23:13:53.422717,2025-05-10 23:13:57.193304,0:00:03.770587,13.6,Success
doc_005.pdf,Paket Pembangunan ke-2,Laporan Bulanan Paket Pembangunan ke-2,2025-05-10 23:14:04.453180,2025-05-10 23:14:06.324977,0:00:01.871797,15.1,Success
doc_006.pdf,Paket Pembangunan ke-2,Gambar Rencana Paket Pembangunan ke-2,2025-05-10 23:14:13.597467,2025-05-10 23:14:16.457304,0:00:02.859837,16.1,Success
doc_007.pdf,Paket Pembangunan ke-3,Dokumen Kontrak Paket Pembangunan ke-3,2025-05-10 23:14:23.708156,2025-05-10 23:14:25.881911,0:00:02.173755,13.0,Success
doc_008.pdf,Paket Pembangunan ke-3,Laporan Bulanan Paket Pembangunan ke-3,2025-05-10 23:14:33.129158,2025-05-10 23:14:39.709047,0:00:06.579889,13.9,Success
doc_009.pdf,Paket Pembangunan ke-3,Gambar Rencana Paket Pembangunan ke-3,2025-05-10 23:14:46.954716,2025-05-10 23:14:56.941611,0:00:09.986895,13.2,Success
doc_010.pdf,Paket Pembangunan ke-4,Dokumen Kontrak Paket Pembangunan ke-4,2025-05-10 23:15:04.194078,2025-05-10 23:15:06.583748,0:00:02.389670,17.6,Success
doc_011.pdf,Paket Pembangunan ke-4,Laporan Bulanan Paket Pembangunan ke-4,2025-05-10 23:15:13.838786,2025-05-10 23:15:17.993584,0:00:04.154798,15.5,Success
doc_012.pdf,Paket Pembangunan ke-4,Gambar Rencana Paket Pembangunan ke-4,2025-05-10 23:15:25.241196,2025-05-10 23:15:33.860014,0:00:08.618818,12.6,Success
doc_013.pdf,Paket Pembangunan ke-5,Dokumen Kontrak Paket Pembangunan ke-5,2025-05-10 23:15:41.106535,2025-05-10 23:15:45.112964,0:00:04.006429,15.5,Success
doc_014.pdf,Paket Pembangunan ke-5,Laporan Bulanan Paket Pembangunan ke-5,2025-05-10 23:15:52.370985,2025-05-10 23:15:55.639897,0:00:03.268912,15.8,Success
doc_015.pdf,Paket Pembangunan ke-5,Gambar Rencana Paket Pembangunan ke-5,2025-05-10 23:16:02.896949,2025-05-10 23:16:16.893180,0:00:13.996231,13.0,Success
doc_016.pdf,Paket Pembangunan ke-6,Dokumen Kontrak Paket Pembangunan ke-6,2025-05-10 23:16:24.120125,2025-05-10 23:16:39.003909,0:00:14.883784,15.0,Success
doc_017.pdf,Paket Pembangunan ke-6,Laporan Bulanan Paket Pembangunan ke-6,2025-05-10 23:16:46.253229,2025-05-10 23:17:06.437061,0:00:20.183832,14.9,Success
doc_018.pdf,Paket Pembangunan ke-6,Gambar Rencana Paket Pembangunan ke-6,2025-05-10 23:17:13.706792,2025-05-10 23:17:20.061409,0:00:06.354617,13.7,Success
doc_019.pdf,Paket Pembangunan ke-7,Dokumen Kontrak Paket Pembangunan ke-7,2025-05-10 23:17:27.313026,2025-05-10 23:17:34.494059,0:00:07.181033,16.1,Success
doc_020.pdf,Paket Pembangunan ke-7,Laporan Bulanan Paket Pembangunan ke-7,2025-05-10 23:17:41.738222,2025-05-10 23:17:49.134715,0:00:07.396493,15.0,Success
doc_021.pdf,Paket Pembangunan ke-7,Gambar Rencana Paket Pembangunan ke-7,2025-05-10 23:17:56.357542,2025-05-10 23:18:08.415315,0:00:12.057773,15.0,Success
doc_022.pdf,Paket Pembangunan ke-8,Dokumen Kontrak Paket Pembangunan ke-8,2025-05-10 23:18:15.636510,2025-05-10 23:18:20.884356,0:00:05.247846,15.5,Success
doc_023.pdf,Paket Pembangunan ke-8,Laporan Bulanan Paket Pembangunan ke-8,2025-05-10 23:18:28.119223,2025-05-10 23:18:32.715765,0:00:04.596542,15.9,Success
doc_024.pdf,Paket Pembangunan ke-8,Gambar Rencana Paket Pembangunan ke-8,2025-05-10 23:18:39.953087,2025-05-10 23:18:46.627110,0:00:06.674023,15.5,Success
doc_025.pdf,Paket Pembangunan ke-9,Dokumen Kontrak Paket Pembangunan ke-9,2025-05-10 23:18:53.876572,2025-05-10 23:19:09.759568,0:00:15.882996,14.2,Success
doc_026.pdf,Paket Pembangunan ke-9,Laporan Bulanan Paket Pembangunan ke-9,2025-05-10 23:19:17.002887,2025-05-10 23:19:34.160074,0:00:17.157187,13.8,Success
doc_027.pdf,Paket Pembangunan ke-9,Gambar Rencana Paket Pembangunan ke-9,2025-05-10 23:19:41.436617,2025-05-10 23:19:51.649694,0:00:10.213077,13.7,Success
doc_028.pdf,Paket Pembangunan ke-10,Dokumen Kontrak Paket Pembangunan ke-10,2025-05-10 23:19:58.883426,2025-05-10 23:20:01.109478,0:00:02.226052,18.3,Success
doc_029.pdf,Paket Pembangunan ke-10,Laporan Bulanan Paket Pembangunan ke-10,2025-05-10 23:20:08.362651,2025-05-10 23:20:11.806250,0:00:03.443599,14.3,Success
doc_030.pdf,Paket Pembangunan ke-10,Gambar Rencana Paket Pembangunan ke-10,2025-05-10 23:20:19.074889,2025-05-10 23:20:21.963897,0:00:02.889008,16.0,Success
doc_031.pdf,Paket Pembangunan ke-11,Dokumen Kontrak Paket Pembangunan ke-11,2025-05-10 23:20:29.214714,2025-05-10 23:20:31.779931,0:00:02.565217,13.9,Success
doc_032.pdf,Paket Pembangunan ke-11,Laporan Bulanan Paket Pembangunan ke-11,2025-05-10 23:20:39.024031,2025-05-10 23:20:42.726425,0:00:03.702394,15.3,Success
doc_033.pdf,Paket Pembangunan ke-11,Gambar Rencana Paket Pembangunan ke-11,2025-05-10 23:20:49.970742,2025-05-10 23:20:54.591601,0:00:04.620859,13.0,Success
doc_034.pdf,Paket Pembangunan ke-12,Dokumen Kontrak Paket Pembangunan ke-12,2025-05-10 23:21:01.843809,2025-05-10 23:21:16.713748,0:00:14.869939,14.1,Success
doc_035.pdf,Paket Pembangunan ke-12,Laporan Bulanan Paket Pembangunan ke-12,2025-05-10 23:21:23.923520,2025-05-10 23:21:27.390901,0:00:03.467381,13.4,Success
doc_036.pdf,Paket Pembangunan ke-12,Gambar Rencana Paket Pembangunan ke-12,2025-05-10 23:21:34.649011,2025-05-10 23:21:55.560293,0:00:20.911282,13.6,Success
doc_037.pdf,Paket Pembangunan ke-13,Dokumen Kontrak Paket Pembangunan ke-13,2025-05-10 23:22:02.818084,2025-05-10 23:22:15.830576,0:00:13.012492,12.5,Success
doc_038.pdf,Paket Pembangunan ke-13,Laporan Bulanan Paket Pembangunan ke-13,2025-05-10 23:22:23.098368,2025-05-10 23:22:25.061359,0:00:01.962991,15.5,Success
doc_039.pdf,Paket Pembangunan ke-13,Gambar Rencana Paket Pembangunan ke-13,2025-05-10 23:22:32.328652,2025-05-10 23:22:35.989755,0:00:03.661103,16.6,Success
doc_040.pdf,Paket Pembangunan ke-14,Dokumen Kontrak Paket Pembangunan ke-14,2025-05-10 23:22:43.214877,2025-05-10 23:22:45.498555,0:00:02.283678,17.1,Success
doc_041.pdf,Paket Pembangunan ke-14,Laporan Bulanan Paket Pembangunan ke-14,2025-05-10 23:22:52.743023,2025-05-10 23:23:06.360690,0:00:13.617667,13.1,Success
doc_042.pdf,Paket Pembangunan ke-14,Gambar Rencana Paket Pembangunan ke-14,2025-05-10 23:23:13.609065,2025-05-10 23:23:20.944678,0:00:07.335613,13.2,Success
doc_043.pdf,Paket Pembangunan ke-15,Dokumen Kontrak Paket Pembangunan ke-15,2025-05-10 23:23:28.183479,2025-05-10 23:23:32.357856,0:00:04.174377,13.7,Success
doc_044.pdf,Paket Pembangunan ke-15,Laporan Bulanan Paket Pembangunan ke-15,2025-05-10 23:23:39.601207,2025-05-10 23:23:44.495540,0:00:04.894333,12.7,Success
doc_045.pdf,Paket Pembangunan ke-15,Gambar Rencana Paket Pembangunan ke-15,2025-05-10 23:23:51.749923,2025-05-10 23:23:57.150134,0:00:05.400211,13.3,Success
doc_046.pdf,Paket Pembangunan ke-16,Dokumen Kontrak Paket Pembangunan ke-16,2025-05-10 23:24:04.408153,2025-05-10 23:24:10.393471,0:00:05.985318,16.5,Success
doc_047.pdf,Paket Pembangunan ke-16,Laporan Bulanan Paket Pembangunan ke-16,2025-05-10 23:24:17.622592,2025-05-10 23:24:22.465551,0:00:04.842959,15.2,Success
doc_048.pdf,Paket Pembangunan ke-16,Gambar Rencana Paket Pembangunan ke-16,2025-05-10 23:24:29.708192,2025-05-10 23:24:39.324664,0:00:09.616472,14.0,Success
doc_049.pdf,Paket Pembangunan ke-17,Dokumen Kontrak Paket Pembangunan ke-17,2025-05-10 23:24:46.545834,2025-05-10 23:24:57.509605,0:00:10.963771,15.3,Success
doc_050.pdf,Paket Pembangunan ke-17,Laporan Bulanan Paket Pembangunan ke-17,2025-05-10 23:25:04.775524,2025-05-10 23:25:26.520364,0:00:21.744840,13.0,Success
doc_051.pdf,Paket Pembangunan ke-17,Gambar Rencana Paket Pembangunan ke-17,2025-05-10 23:25:33.771369,2025-05-10 23:25:56.361399,0:00:22.590030,13.8,Success
doc_052.pdf,Paket Pembangunan ke-18,Dokumen Kontrak Paket Pembangunan ke-18,2025-05-10 23:26:03.621497,2025-05-10 23:26:24.522614,0:00:20.901117,13.9,Success
doc_053.pdf,Paket Pembangunan ke-18,Laporan Bulanan Paket Pembangunan ke-18,2025-05-10 23:26:31.749689,2025-05-10 23:26:40.195579,0:00:08.445890,13.6,Success
doc_054.pdf,Paket Pembangunan ke-18,Gambar Rencana Paket Pembangunan ke-18,2025-05-10 23:26:47.410813,2025-05-10 23:26:49.850530,0:00:02.439717,15.1,Success
doc_055.pdf,Paket Pembangunan ke-19,Dokumen Kontrak Paket Pembangunan ke-19,2025-05-10 23:26:57.088314,2025-05-10 23:26:59.089281,0:00:02.000967,16.1,Success
doc_056.pdf,Paket Pembangunan ke-19,Laporan Bulanan Paket Pembangunan ke-19,2025-05-10 23:27:06.350369,2025-05-10 23:27:07.814482,0:00:01.464113,14.6,Success
doc_057.pdf,Paket Pembangunan ke-19,Gambar Rencana Paket Pembangunan ke-19,2025-05-10 23:27:15.062185,2025-05-10 23:27:17.847722,0:00:02.785537,15.3,Success
doc_058.pdf,Paket Pembangunan ke-20,Dokumen Kontrak Paket Pembangunan ke-20,2025-05-10 23:27:25.100557,2025-05-10 23:27:28.134658,0:00:03.034101,12.5,Success
doc_059.pdf,Paket Pembangunan ke-20,Laporan Bulanan Paket Pembangunan ke-20,2025-05-10 23:27:35.383985,2025-05-10 23:27:36.985920,0:00:01.601935,16.0,Success
doc_060.pdf,Paket Pembangunan ke-20,Gambar Rencana Paket Pembangunan ke-20,2025-05-10 23:27:44.226539,2025-05-10 23:27:45.771656,0:00:01.545117,14.3,Success
doc_061.pdf,Paket Pembangunan ke-21,Dokumen Kontrak Paket Pembangunan ke-21,2025-05-10 23:27:53.025058,2025-05-10 23:27:54.494811,0:00:01.469753,17.9,Success
doc_062.pdf,Paket Pembangunan ke-21,Laporan Bulanan Paket Pembangunan ke-21,2025-05-10 23:28:01.753621,2025-05-10 23:28:03.333704,0:00:01.580083,14.1,Success
doc_063.pdf,Paket Pembangunan ke-21,Gambar Rencana Paket Pembangunan ke-21,2025-05-10 23:28:10.586741,2025-05-10 23:28:12.049444,0:00:01.462703,17.0,Success
doc_064.pdf,Paket Pembangunan ke-22,Dokumen Kontrak Paket Pembangunan ke-22,2025-05-10 23:28:19.306887,2025-05-10 23:28:27.043539,0:00:07.736652,12.3,Success
doc_065.pdf,Paket Pembangunan ke-22,Laporan Bulanan Paket Pembangunan ke-22,2025-05-10 23:28:34.289187,2025-05-10 23:28:35.822487,0:00:01.533300,18.4,Success
doc_066.pdf,Paket Pembangunan ke-22,Gambar Rencana Paket Pembangunan ke-22,2025-05-10 23:28:43.057839,2025-05-10 23:28:44.875786,0:00:01.817947,18.1,Success
doc_067.pdf,Paket Pembangunan ke-23,Dokumen Kontrak Paket Pembangunan ke-23,2025-05-10 23:28:52.090384,2025-05-10 23:28:54.715914,0:00:02.625530,13.6,Success
doc_068.pdf,Paket Pembangunan ke-23,Laporan Bulanan Paket Pembangunan ke-23,2025-05-10 23:29:01.965205,2025-05-10 23:29:03.836672,0:00:01.871467,16.8,Success
doc_069.pdf,Paket Pembangunan ke-23,Gambar Rencana Paket Pembangunan ke-23,2025-05-10 23:29:11.094796,2025-05-10 23:29:12.594552,0:00:01.499756,14.1,Success
doc_070.pdf,Paket Pembangunan ke-24,Dokumen Kontrak Paket Pembangunan ke-24,2025-05-10 23:29:19.847247,2025-05-10 23:29:26.702587,0:00:06.855340,13.3,Success
doc_071.pdf,Paket Pembangunan ke-24,Laporan Bulanan Paket Pembangunan ke-24,2025-05-10 23:29:33.949973,2025-05-10 23:29:35.632629,0:00:01.682656,16.2,Success
doc_072.pdf,Paket Pembangunan ke-24,Gambar Rencana Paket Pembangunan ke-24,2025-05-10 23:29:42.888000,2025-05-10 23:29:45.493690,0:00:02.605690,18.5,Success
doc_073.pdf,Paket Pembangunan ke-25,Dokumen Kontrak Paket Pembangunan ke-25,2025-05-10 23:29:52.766315,2025-05-10 23:29:54.636969,0:00:01.870654,18.1,Success
doc_074.pdf,Paket Pembangunan ke-25,Laporan Bulanan Paket Pembangunan ke-25,2025-05-10 23:30:01.849458,2025-05-10 23:30:15.686022,0:00:13.836564,13.9,Success
doc_075.pdf,Paket Pembangunan ke-25,Gambar Rencana Paket Pembangunan ke-25,2025-05-10 23:30:22.942494,2025-05-10 23:30:31.919932,0:00:08.977438,13.8,Success
doc_076.pdf,Paket Pembangunan ke-26,Dokumen Kontrak Paket Pembangunan ke-26,2025-05-10 23:30:39.153842,2025-05-10 23:30:50.936470,0:00:11.782628,14.0,Success
doc_077.pdf,Paket Pembangunan ke-26,Laporan Bulanan Paket Pembangunan ke-26,2025-05-10 23:30:58.149295,2025-05-10 23:30:59.752476,0:00:01.603181,17.2,Success
doc_078.pdf,Paket Pembangunan ke-26,Gambar Rencana Paket Pembangunan ke-26,2025-05-10 23:31:06.971628,2025-05-10 23:31:09.806479,0:00:02.834851,15.1,Success
doc_079.pdf,Paket Pembangunan ke-27,Dokumen Kontrak Paket Pembangunan ke-27,2025-05-10 23:31:17.049281,2025-05-10 23:31:18.785027,0:00:01.735746,14.3,Success
doc_080.pdf,Paket Pembangunan ke-27,Laporan Bulanan Paket Pembangunan ke-27,2025-05-10 23:31:26.053034,2025-05-10 23:31:28.688863,0:00:02.635829,14.5,Success
doc_081.pdf,Paket Pembangunan ke-27,Gambar Rencana Paket Pembangunan ke-27,2025-05-10 23:31:35.942052,2025-05-10 23:31:38.477780,0:00:02.535728,15.0,Success
doc_082.pdf,Paket Pembangunan ke-28,Dokumen Kontrak Paket Pembangunan ke-28,2025-05-10 23:31:45.729916,2025-05-10 23:31:49.423890,0:00:03.693974,15.6,Success
doc_083.pdf,Paket Pembangunan ke-28,Laporan Bulanan Paket Pembangunan ke-28,2025-05-10 23:31:56.677334,2025-05-10 23:31:58.827312,0:00:02.149978,15.4,Success
doc_084.pdf,Paket Pembangunan ke-28,Gambar Rencana Paket Pembangunan ke-28,2025-05-10 23:32:06.066411,2025-05-10 23:32:07.602779,0:00:01.536368,13.9,Success
doc_085.pdf,Paket Pembangunan ke-29,Dokumen Kontrak Paket Pembangunan ke-29,2025-05-10 23:32:14.858237,2025-05-10 23:32:16.339074,0:00:01.480837,15.6,Success
doc_086.pdf,Paket Pembangunan ke-29,Laporan Bulanan Paket Pembangunan ke-29,2025-05-10 23:32:23.598731,2025-05-10 23:32:25.196422,0:00:01.597691,14.4,Success
doc_087.pdf,Paket Pembangunan ke-29,Gambar Rencana Paket Pembangunan ke-29,2025-05-10 23:32:32.409802,2025-05-10 23:32:33.923505,0:00:01.513703,17.2,Success
doc_088.pdf,Paket Pembangunan ke-30,Dokumen Kontrak Paket Pembangunan ke-30,2025-05-10 23:32:41.159366,2025-05-10 23:32:42.570727,0:00:01.411361,16.2,Success
doc_089.pdf,Paket Pembangunan ke-30,Laporan Bulanan Paket Pembangunan ke-30,2025-05-10 23:32:49.825024,2025-05-10 23:32:57.069443,0:00:07.244419,14.1,Success
doc_090.pdf,Paket Pembangunan ke-30,Gambar Rencana Paket Pembangunan ke-30,2025-05-10 23:33:04.312600,2025-05-10 23:33:06.379054,0:00:02.066454,14.8,Success
doc_091.pdf,Paket Pembangunan ke-31,Dokumen Kontrak Paket Pembangunan ke-31,2025-05-10 23:33:13.626248,2025-05-10 23:33:15.145833,0:00:01.519585,14.6,Success
doc_092.pdf,Paket Pembangunan ke-31,Laporan Bulanan Paket Pembangunan ke-31,2025-05-10 23:33:22.407634,2025-05-10 23:33:24.275311,0:00:01.867677,12.6,Success
doc_093.pdf,Paket Pembangunan ke-31,Gambar Rencana Paket Pembangunan ke-31,2025-05-10 23:33:31.523836,2025-05-10 23:33:34.074496,0:00:02.550660,17.5,Success
doc_094.pdf,Paket Pembangunan ke-32,Dokumen Kontrak Paket Pembangunan ke-32,2025-05-10 23:33:41.329173,2025-05-10 23:33:43.629693,0:00:02.300520,16.9,Success
doc_095.pdf,Paket Pembangunan ke-32,Laporan Bulanan Paket Pembangunan ke-32,2025-05-10 23:33:50.885796,2025-05-10 23:33:58.034159,0:00:07.148363,14.0,Success
doc_096.pdf,Paket Pembangunan ke-32,Gambar Rencana Paket Pembangunan ke-32,2025-05-10 23:34:05.263496,2025-05-10 23:34:06.774736,0:00:01.511240,16.6,Success
doc_097.pdf,Paket Pembangunan ke-33,Dokumen Kontrak Paket Pembangunan ke-33,2025-05-10 23:34:13.998879,2025-05-10 23:34:15.528585,0:00:01.529706,14.9,Success
doc_098.pdf,Paket Pembangunan ke-33,Laporan Bulanan Paket Pembangunan ke-33,2025-05-10 23:34:22.771764,2025-05-10 23:34:24.567492,0:00:01.795728,16.4,Success
doc_099.pdf,Paket Pembangunan ke-33,Gambar Rencana Paket Pembangunan ke-33,2025-05-10 23:34:31.842232,2025-05-10 23:34:33.422416,0:00:01.580184,19.8,Success
doc_100.pdf,Paket Pembangunan ke-34,Dokumen Kontrak Paket Pembangunan ke-34,2025-05-10 23:34:40.663051,2025-05-10 23:34:43.711268,0:00:03.048217,16.5,Success
doc_101.pdf,Paket Pembangunan ke-34,Laporan Bulanan Paket Pembangunan ke-34,2025-05-10 23:34:50.924290,2025-05-10 23:34:52.668556,0:00:01.744266,15.8,Success
doc_102.pdf,Paket Pembangunan ke-34,Gambar Rencana Paket Pembangunan ke-34,2025-05-10 23:34:59.922233,2025-05-10 23:35:01.424232,0:00:01.501999,20.6,Success
doc_103.pdf,Paket Pembangunan ke-35,Dokumen Kontrak Paket Pembangunan ke-35,2025-05-10 23:35:08.645408,2025-05-10 23:35:15.181357,0:00:06.535949,14.5,Success
doc_104.pdf,Paket Pembangunan ke-35,Laporan Bulanan Paket Pembangunan ke-35,2025-05-10 23:35:22.393196,2025-05-10 23:35:34.214422,0:00:11.821226,13.7,Success
doc_105.pdf,Paket Pembangunan ke-35,Gambar Rencana Paket Pembangunan ke-35,2025-05-10 23:35:41.471757,2025-05-10 23:35:49.898547,0:00:08.426790,13.8,Success
doc_106.pdf,Paket Pembangunan ke-36,Dokumen Kontrak Paket Pembangunan ke-36,2025-05-10 23:35:57.135338,2025-05-10 23:36:00.139262,0:00:03.003924,17.5,Success
doc_107.pdf,Paket Pembangunan ke-36,Laporan Bulanan Paket Pembangunan ke-36,2025-05-10 23:36:07.368946,2025-05-10 23:36:09.585046,0:00:02.216100,15.1,Success
